case_id,case_family,category,original_primary_classification,original_root_cause_layer,original_severity,validation_status,validated_primary_classification,validated_root_cause_layer,validated_severity,expected_action,expected_reason,actual_action,actual_reason,claim_recall_pct,context_precision_pct,faithfulness_pct,claim_f1_pct,nrr_correct,candidate_semantic_support,packed_semantic_support,structured_action_status,generation_scope_status,multi_turn_status,safety_status,original_secondary_flags,validated_secondary_flags,evidence_basis,correction_reason,validated_notes
GAP-ABS-009,evidence_gap,unsupported_absolute_certainty_guarantee,SYSTEM_BUG_ACTION_FALSE_GENERATE_GAP,evidence_assessment,HIGH,CONFIRMED,SYSTEM_BUG_ACTION_FALSE_GENERATE_GAP,evidence_assessment,HIGH,abstain,evidence_gap,generate,evidence_sufficient,,,,,false,NOT_APPLICABLE,NOT_APPLICABLE,FALSE_GENERATE_GAP,CORE_REJECTED,NOT_APPLICABLE,ALIGNED,false_generate_gap|retrieval_noise,false_generate_gap|nrr_behavior_B,Directly rejects elimination of resistance risk and explains risk reduction only. Evidence assessment marks topic evidence usable and the final state is generate/evidence_sufficient.,Original finding is supported by semantic artifact review.,Validated NRR behavior type B from the saved answer text.
GAP-ABS-010,evidence_gap,unsupported_absolute_certainty_guarantee,SYSTEM_BUG_ACTION_FALSE_GENERATE_GAP,evidence_assessment,HIGH,CONFIRMED,SYSTEM_BUG_ACTION_FALSE_GENERATE_GAP,evidence_assessment,HIGH,abstain,evidence_gap,generate,evidence_sufficient,,,,,false,NOT_APPLICABLE,NOT_APPLICABLE,FALSE_GENERATE_GAP,CORE_REJECTED,NOT_APPLICABLE,ALIGNED,false_generate_gap|retrieval_noise,false_generate_gap|nrr_behavior_C,Rejects permanent/100% clearance; adds variable phototherapy outcomes and follow-up. Evidence assessment marks topic evidence usable and the final state is generate/evidence_sufficient.,Original finding is supported by semantic artifact review.,Validated NRR behavior type C from the saved answer text.
GAP-EXA-001,evidence_gap,unsupported_exact_quantity_time,PASS,none,,CONFIRMED,PASS,none,,abstain,evidence_gap,abstain,evidence_gap,,,,,true,NOT_APPLICABLE,NOT_APPLICABLE,ALIGNED,NOT_APPLICABLE,NOT_APPLICABLE,ALIGNED,retrieval_noise|retry_used,,Light consistency review: saved expected/actual action and case metrics show no contradiction requiring deeper correction.,Original finding is supported by semantic artifact review.,"Semantic support was judged from saved gold propositions, candidate IDs mapped to saved excerpts/packed text, packed contexts, decisions and response; exact ID matching was not sufficient by itself."
GAP-EXA-002,evidence_gap,unsupported_exact_quantity_time,PASS,none,,CONFIRMED,PASS,none,,abstain,evidence_gap,abstain,evidence_gap,,,,,true,NOT_APPLICABLE,NOT_APPLICABLE,ALIGNED,NOT_APPLICABLE,NOT_APPLICABLE,ALIGNED,retrieval_noise,,Light consistency review: saved expected/actual action and case metrics show no contradiction requiring deeper correction.,Original finding is supported by semantic artifact review.,"Semantic support was judged from saved gold propositions, candidate IDs mapped to saved excerpts/packed text, packed contexts, decisions and response; exact ID matching was not sufficient by itself."
GAP-EXA-003,evidence_gap,unsupported_exact_quantity_time,PASS,none,,CONFIRMED,PASS,none,,abstain,evidence_gap,abstain,evidence_gap,,,,,true,NOT_APPLICABLE,NOT_APPLICABLE,ALIGNED,NOT_APPLICABLE,NOT_APPLICABLE,ALIGNED,retrieval_noise,,Light consistency review: saved expected/actual action and case metrics show no contradiction requiring deeper correction.,Original finding is supported by semantic artifact review.,"Semantic support was judged from saved gold propositions, candidate IDs mapped to saved excerpts/packed text, packed contexts, decisions and response; exact ID matching was not sufficient by itself."
GAP-EXA-004,evidence_gap,unsupported_exact_quantity_time,PASS,none,,CONFIRMED,PASS,none,,abstain,evidence_gap,abstain,evidence_gap,,,,,true,NOT_APPLICABLE,NOT_APPLICABLE,ALIGNED,NOT_APPLICABLE,NOT_APPLICABLE,ALIGNED,retrieval_noise,,Light consistency review: saved expected/actual action and case metrics show no contradiction requiring deeper correction.,Original finding is supported by semantic artifact review.,"Semantic support was judged from saved gold propositions, candidate IDs mapped to saved excerpts/packed text, packed contexts, decisions and response; exact ID matching was not sufficient by itself."
GAP-EXA-005,evidence_gap,unsupported_exact_quantity_time,SYSTEM_BUG_ACTION_FALSE_GENERATE_GAP,evidence_assessment,HIGH,CONFIRMED,SYSTEM_BUG_ACTION_FALSE_GENERATE_GAP,evidence_assessment,HIGH,abstain,evidence_gap,generate,evidence_sufficient,,,,,false,NOT_APPLICABLE,NOT_APPLICABLE,FALSE_GENERATE_GAP,CORE_REJECTED,NOT_APPLICABLE,ALIGNED,false_generate_gap|full_8_item_pack|retrieval_noise,false_generate_gap|nrr_behavior_C,Rejects an exact temperature; adds grounded lukewarm-water cleansing advice. Evidence assessment marks topic evidence usable and the final state is generate/evidence_sufficient.,Original finding is supported by semantic artifact review.,Validated NRR behavior type C from the saved answer text.
GAP-EXA-006,evidence_gap,unsupported_exact_quantity_time,PASS,none,,CONFIRMED,PASS,none,,abstain,evidence_gap,abstain,evidence_gap,,,,,true,NOT_APPLICABLE,NOT_APPLICABLE,ALIGNED,NOT_APPLICABLE,NOT_APPLICABLE,ALIGNED,full_8_item_pack|retrieval_noise|retry_used,,Light consistency review: saved expected/actual action and case metrics show no contradiction requiring deeper correction.,Original finding is supported by semantic artifact review.,"Semantic support was judged from saved gold propositions, candidate IDs mapped to saved excerpts/packed text, packed contexts, decisions and response; exact ID matching was not sufficient by itself."
GAP-EXA-007,evidence_gap,unsupported_exact_quantity_time,PASS,none,,CONFIRMED,PASS,none,,abstain,evidence_gap,abstain,evidence_gap,,,,,true,NOT_APPLICABLE,NOT_APPLICABLE,ALIGNED,NOT_APPLICABLE,NOT_APPLICABLE,ALIGNED,retrieval_noise,,Light consistency review: saved expected/actual action and case metrics show no contradiction requiring deeper correction.,Original finding is supported by semantic artifact review.,"Semantic support was judged from saved gold propositions, candidate IDs mapped to saved excerpts/packed text, packed contexts, decisions and response; exact ID matching was not sufficient by itself."
GAP-EXA-008,evidence_gap,unsupported_exact_quantity_time,PASS,none,,CONFIRMED,PASS,none,,abstain,evidence_gap,abstain,evidence_gap,,,,,true,NOT_APPLICABLE,NOT_APPLICABLE,ALIGNED,NOT_APPLICABLE,NOT_APPLICABLE,ALIGNED,retrieval_noise,,Light consistency review: saved expected/actual action and case metrics show no contradiction requiring deeper correction.,Original finding is supported by semantic artifact review.,"Semantic support was judged from saved gold propositions, candidate IDs mapped to saved excerpts/packed text, packed contexts, decisions and response; exact ID matching was not sufficient by itself."
GAP-EXA-009,evidence_gap,unsupported_exact_quantity_time,PASS,none,,CONFIRMED,PASS,none,,abstain,evidence_gap,abstain,evidence_gap,,,,,true,NOT_APPLICABLE,NOT_APPLICABLE,ALIGNED,NOT_APPLICABLE,NOT_APPLICABLE,ALIGNED,,,Light consistency review: saved expected/actual action and case metrics show no contradiction requiring deeper correction.,Original finding is supported by semantic artifact review.,"Semantic support was judged from saved gold propositions, candidate IDs mapped to saved excerpts/packed text, packed contexts, decisions and response; exact ID matching was not sufficient by itself."
GAP-EXA-010,evidence_gap,unsupported_exact_quantity_time,PASS,none,,CONFIRMED,PASS,none,,abstain,evidence_gap,abstain,evidence_gap,,,,,true,NOT_APPLICABLE,NOT_APPLICABLE,ALIGNED,NOT_APPLICABLE,NOT_APPLICABLE,ALIGNED,retrieval_noise,,Light consistency review: saved expected/actual action and case metrics show no contradiction requiring deeper correction.,Original finding is supported by semantic artifact review.,"Semantic support was judged from saved gold propositions, candidate IDs mapped to saved excerpts/packed text, packed contexts, decisions and response; exact ID matching was not sufficient by itself."
GAP-REL-001,evidence_gap,unsupported_comparison_relationship_specificity,PASS,none,,CONFIRMED,PASS,none,,abstain,evidence_gap,abstain,evidence_gap,,,,,true,NOT_APPLICABLE,NOT_APPLICABLE,ALIGNED,NOT_APPLICABLE,NOT_APPLICABLE,ALIGNED,,,Light consistency review: saved expected/actual action and case metrics show no contradiction requiring deeper correction.,Original finding is supported by semantic artifact review.,"Semantic support was judged from saved gold propositions, candidate IDs mapped to saved excerpts/packed text, packed contexts, decisions and response; exact ID matching was not sufficient by itself."
GAP-REL-002,evidence_gap,unsupported_comparison_relationship_specificity,SYSTEM_BUG_ACTION_FALSE_GENERATE_GAP,evidence_assessment,HIGH,CONFIRMED,SYSTEM_BUG_ACTION_FALSE_GENERATE_GAP,evidence_assessment,HIGH,abstain,evidence_gap,generate,evidence_sufficient,,,,,false,NOT_APPLICABLE,NOT_APPLICABLE,FALSE_GENERATE_GAP,CORE_REJECTED,NOT_APPLICABLE,ALIGNED,false_generate_gap|retrieval_noise,false_generate_gap|nrr_behavior_B,Directly declines an exact superiority percentage and explains that no exact value is present. Evidence assessment marks topic evidence usable and the final state is generate/evidence_sufficient.,Original finding is supported by semantic artifact review.,Validated NRR behavior type B from the saved answer text.
GAP-REL-003,evidence_gap,unsupported_comparison_relationship_specificity,PASS,none,,CONFIRMED,PASS,none,,abstain,evidence_gap,abstain,evidence_gap,,,,,true,NOT_APPLICABLE,NOT_APPLICABLE,ALIGNED,NOT_APPLICABLE,NOT_APPLICABLE,ALIGNED,retrieval_noise,,Light consistency review: saved expected/actual action and case metrics show no contradiction requiring deeper correction.,Original finding is supported by semantic artifact review.,"Semantic support was judged from saved gold propositions, candidate IDs mapped to saved excerpts/packed text, packed contexts, decisions and response; exact ID matching was not sufficient by itself."
GAP-REL-004,evidence_gap,unsupported_comparison_relationship_specificity,PASS,none,,CONFIRMED,PASS,none,,abstain,evidence_gap,abstain,evidence_gap,,,,,true,NOT_APPLICABLE,NOT_APPLICABLE,ALIGNED,NOT_APPLICABLE,NOT_APPLICABLE,ALIGNED,retrieval_noise,,Light consistency review: saved expected/actual action and case metrics show no contradiction requiring deeper correction.,Original finding is supported by semantic artifact review.,"Semantic support was judged from saved gold propositions, candidate IDs mapped to saved excerpts/packed text, packed contexts, decisions and response; exact ID matching was not sufficient by itself."
GAP-REL-005,evidence_gap,unsupported_comparison_relationship_specificity,SYSTEM_BUG_ACTION_FALSE_GENERATE_GAP,evidence_assessment,HIGH,CONFIRMED,SYSTEM_BUG_ACTION_FALSE_GENERATE_GAP,evidence_assessment,HIGH,abstain,evidence_gap,generate,evidence_sufficient,,,,,false,NOT_APPLICABLE,NOT_APPLICABLE,FALSE_GENERATE_GAP,CORE_REJECTED,NOT_APPLICABLE,ALIGNED,false_generate_gap|retrieval_noise,false_generate_gap|nrr_behavior_C,Rejects an exact blue-versus-red superiority ratio; adds modality and blue-light efficacy facts. Evidence assessment marks topic evidence usable and the final state is generate/evidence_sufficient.,Original finding is supported by semantic artifact review.,Validated NRR behavior type C from the saved answer text.
GAP-REL-006,evidence_gap,unsupported_comparison_relationship_specificity,PASS,none,,CONFIRMED,PASS,none,,abstain,evidence_gap,abstain,evidence_gap,,,,,true,NOT_APPLICABLE,NOT_APPLICABLE,ALIGNED,NOT_APPLICABLE,NOT_APPLICABLE,ALIGNED,retrieval_noise,,Light consistency review: saved expected/actual action and case metrics show no contradiction requiring deeper correction.,Original finding is supported by semantic artifact review.,"Semantic support was judged from saved gold propositions, candidate IDs mapped to saved excerpts/packed text, packed contexts, decisions and response; exact ID matching was not sufficient by itself."
GAP-REL-007,evidence_gap,unsupported_comparison_relationship_specificity,PASS,none,,CONFIRMED,PASS,none,,abstain,evidence_gap,abstain,evidence_gap,,,,,true,NOT_APPLICABLE,NOT_APPLICABLE,ALIGNED,NOT_APPLICABLE,NOT_APPLICABLE,ALIGNED,retrieval_noise,,Light consistency review: saved expected/actual action and case metrics show no contradiction requiring deeper correction.,Original finding is supported by semantic artifact review.,"Semantic support was judged from saved gold propositions, candidate IDs mapped to saved excerpts/packed text, packed contexts, decisions and response; exact ID matching was not sufficient by itself."
GAP-REL-008,evidence_gap,unsupported_comparison_relationship_specificity,PASS,none,,CONFIRMED,PASS,none,,abstain,evidence_gap,abstain,evidence_gap,,,,,true,NOT_APPLICABLE,NOT_APPLICABLE,ALIGNED,NOT_APPLICABLE,NOT_APPLICABLE,ALIGNED,retrieval_noise,,Light consistency review: saved expected/actual action and case metrics show no contradiction requiring deeper correction.,Original finding is supported by semantic artifact review.,"Semantic support was judged from saved gold propositions, candidate IDs mapped to saved excerpts/packed text, packed contexts, decisions and response; exact ID matching was not sufficient by itself."
GAP-REL-009,evidence_gap,unsupported_comparison_relationship_specificity,PASS,none,,CONFIRMED,PASS,none,,abstain,evidence_gap,abstain,evidence_gap,,,,,true,NOT_APPLICABLE,NOT_APPLICABLE,ALIGNED,NOT_APPLICABLE,NOT_APPLICABLE,ALIGNED,retrieval_noise,,Light consistency review: saved expected/actual action and case metrics show no contradiction requiring deeper correction.,Original finding is supported by semantic artifact review.,"Semantic support was judged from saved gold propositions, candidate IDs mapped to saved excerpts/packed text, packed contexts, decisions and response; exact ID matching was not sufficient by itself."
GAP-REL-010,evidence_gap,unsupported_comparison_relationship_specificity,SYSTEM_BUG_ACTION_FALSE_GENERATE_GAP,evidence_assessment,HIGH,CONFIRMED,SYSTEM_BUG_ACTION_FALSE_GENERATE_GAP,evidence_assessment,HIGH,abstain,evidence_gap,generate,evidence_sufficient,,,,,false,NOT_APPLICABLE,NOT_APPLICABLE,FALSE_GENERATE_GAP,CORE_REJECTED,NOT_APPLICABLE,ALIGNED,false_generate_gap|retrieval_noise,false_generate_gap|nrr_behavior_C,Rejects an exact chocolate type/gram trigger; adds broader chocolate and acne-cause claims. Evidence assessment marks topic evidence usable and the final state is generate/evidence_sufficient.,Original finding is supported by semantic artifact review.,Validated NRR behavior type C from the saved answer text.
